,attr0_hi,attr0_lo,attr1_hi,attr1_lo,attr2_hi,attr2_lo,attr3_hi,attr3_lo,attr4_hi,attr4_lo
499,0.13381648,-0.039529859,-0.41436191,-0.449995,-0.5,-0.5,0.5,0.33982891,-0.375,-0.375
500,0.25481111,0.14532829,-0.449995,-0.5,-0.4992,-0.5,0.5,0.28373552,-0.375,-0.375
501,0.3570013,0.14532829,-0.449995,-0.5,-0.4992,-0.5,0.5,0.28373552,-0.375,-0.375
502,0.66171091,0.20814314,-0.39541939,-0.5,-0.5,-0.5,0.5,0.3067798,-0.375,-0.375
503,0.679858,0.679858,-0.37496975,-0.48322838,-0.5,-0.5,0.5,0.357182,-0.375,-0.375
504,-0.099662173,-0.10156,-0.38421008,-0.400004,-0.5,-0.5,0.45848971,0.357182,-0.375,-0.375
505,0.20123206,-0.038880747,-0.38669204,-0.400004,-0.4992,-0.5,0.5,0.357182,-0.375,-0.375
506,0.21236791,0.028185243,-0.400004,-0.400004,-0.5,-0.5,0.5,0.33658878,-0.375,-0.375
507,0.21158224,0.1900877,-0.400004,-0.400004,-0.4992,-0.5,0.5,0.30716625,-0.375,-0.375
508,0.301769,0.1900877,-0.400004,-0.400004,-0.5,-0.5,0.46185684,0.30716625,-0.375,-0.375
509,0.66171091,0.20814314,-0.39541939,-0.5,-0.5,-0.5,0.5,0.3067798,-0.375,-0.375
510,0.679858,0.679858,-0.37496975,-0.48322838,-0.5,-0.5,0.5,0.357182,-0.375,-0.375
511,-0.10156,-0.12731472,-0.34070228,-0.349998,-0.5,-0.5,0.40197007,0.26968444,-0.375,-0.375
512,0.10586992,-0.035887567,-0.31458138,-0.349998,-0.5,-0.5,0.5,0.357182,-0.375,-0.37946404
513,0.10586992,0.087468874,-0.349998,-0.349998,-0.5,-0.5,0.5,0.357182,-0.375,-0.40478926
514,0.28787113,0.088610667,-0.349998,-0.349998,-0.4992,-0.5,0.5,0.357182,-0.375,-0.375
515,0.301769,0.26402472,-0.349998,-0.349998,-0.5,-0.5,0.46233216,0.32530401,-0.375,-0.375
516,0.66499379,0.26345933,-0.349998,-0.5,-0.5,-0.5,0.5,0.33059224,-0.3718263,-0.375
517,0.679858,0.679858,-0.349998,-0.40759928,-0.4992,-0.5,0.5,0.24973463,-0.375,-0.39887789
518,-0.10156,-0.12929,-0.27538954,-0.34710512,-0.5,-0.5,0.39181192,0.26466896,-0.375,-0.37533157
519,-0.000732,-0.039113305,-0.25297938,-0.300007,-0.5,-0.5,0.43192981,0.25074441,-0.34538878,-0.375
520,0.28576982,0.024906812,-0.300007,-0.300007,-0.5,-0.5,0.5,0.3463959,-0.375,-0.37997509
521,0.28576982,0.024906812,-0.300007,-0.300007,-0.5,-0.5,0.5,0.3463959,-0.375,-0.37997509
522,0.3028458,0.30064952,-0.300007,-0.300007,-0.5,-0.5,0.5,0.35359885,-0.375,-0.375
523,0.66378127,0.32761483,-0.300007,-0.41308866,-0.5,-0.5,0.5,0.34531264,-0.375,-0.375
524,0.679858,0.67173852,-0.300007,-0.33207607,-0.4992,-0.5,0.5,0.28277504,-0.375,-0.40337851
525,-0.075056244,-0.10755861,-0.250001,-0.250001,-0.5,-0.5,0.4555746,0.26199174,-0.375,-0.45138842
526,0.028207045,-0.000732,-0.250001,-0.250001,-0.5,-0.5,0.450578,0.34302734,-0.375,-0.375
527,0.100096,-0.022879862,-0.250001,-0.250001,-0.4992,-0.5,0.41708298,0.24095319,-0.34327011,-0.375
528,0.27266253,0.200941,-0.22509861,-0.250001,-0.5,-0.5,0.42617283,0.25416999,-0.375,-0.375
529,0.34543457,0.21507786,-0.250001,-0.250001,-0.5,-0.5,0.5,0.28486651,-0.375,-0.37529855
530,0.51687244,0.44275504,-0.24648814,-0.250001,-0.5,-0.5,0.5,0.357182,-0.375,-0.43824286
531,0.679858,0.534791,-0.22686241,-0.250001,-0.4992,-0.5,0.5,0.3538468,-0.375,-0.39671267
532,-0.09903282,-0.12929,-0.199994,-0.199994,-0.5,-0.5,0.37930421,0.2649671,-0.375,-0.38339264
533,0.16170857,-0.034500967,-0.199994,-0.199994,-0.4992,-0.5,0.5,0.24359173,-0.36601125,-0.375
534,0.16170857,-0.034500967,-0.199994,-0.199994,-0.4992,-0.5,0.5,0.24359173,-0.36601125,-0.375
535,0.200941,-0.038546689,-0.199994,-0.199994,-0.5,-0.5,0.41826511,0.24449395,-0.36501698,-0.375
536,0.3043514,0.29658682,-0.199994,-0.199994,-0.5,-0.5,0.37901556,0.18083815,-0.375,-0.375
537,0.478202,0.478202,-0.199994,-0.199994,-0.4992,-0.5,0.38861325,0.35681863,-0.375,-0.375
538,0.679858,0.60942102,-0.199994,-0.20966863,-0.5,-0.5,0.46828768,0.35600662,-0.375,-0.39196428
539,0.100096,0.095132718,-0.15,-0.18040703,-0.4992,-0.5,0.49108264,0.21472939,-0.36157214,-0.375
540,0.200941,0.07743752,-0.15,-0.16974059,-0.4992,-0.5,0.36680166,0.21867555,-0.36502763,-0.375
541,0.31483005,0.1156553,-0.14694001,-0.1585036,-0.5,-0.5,0.5,0.21015557,-0.36341677,-0.375
542,0.478202,0.37408136,-0.15,-0.15,-0.5,-0.5,0.40840589,0.19444387,-0.375,-0.38911648
543,0.679858,0.52624812,-0.15,-0.1565593,-0.5,-0.5,0.5,0.32701317,-0.375,-0.38020268
544,-0.085412557,-0.10156,-0.5,-0.5,-0.4992,-0.5,0.5,0.5,-0.3495343,-0.38851255
545,0.055243052,-0.039529859,-0.41436191,-0.5,-0.5,-0.5,0.5,0.33982891,-0.375,-0.375
546,0.25481111,0.100096,-0.5,-0.5,-0.4992,-0.5,0.5,0.2662231,-0.375,-0.375
547,0.25481111,0.10055636,-0.5,-0.5,-0.4992,-0.5,0.5,0.26029822,-0.375,-0.375
548,0.3570013,0.10055636,-0.5,-0.5,-0.4992,-0.5,0.5,0.26029822,-0.375,-0.375
549,0.66171091,0.20814314,-0.39541939,-0.5,-0.5,-0.5,0.5,0.3067798,-0.375,-0.375
550,0.679858,0.2005281,-0.40017581,-0.5,-0.5,-0.5,0.5,0.34830442,-0.375,-0.375
551,-0.096910815,-0.11712275,-0.43280305,-0.449995,-0.5,-0.5,0.5,0.49042444,-0.32164002,-0.375
552,0.033445112,-0.03974779,-0.42365173,-0.449995,-0.5,-0.5,0.5,0.5,-0.375,-0.375
553,0.13381648,-0.039529859,-0.41436191,-0.449995,-0.5,-0.5,0.5,0.33982891,-0.375,-0.375
554,0.25481111,0.14532829,-0.449995,-0.5,-0.4992,-0.5,0.5,0.28373552,-0.375,-0.375
555,0.3570013,0.14532829,-0.449995,-0.5,-0.4992,-0.5,0.5,0.28373552,-0.375,-0.375
556,0.66171091,0.20814314,-0.39541939,-0.5,-0.5,-0.5,0.5,0.3067798,-0.375,-0.375
557,0.679858,0.679858,-0.31825103,-0.48322838,-0.5,-0.5,0.5,0.37715834,-0.375,-0.375
558,0.051480315,-0.11349901,-0.38808658,-0.400004,-0.5,-0.5,0.5,0.42093654,-0.375,-0.375
559,0.19967645,-0.038397631,-0.36609814,-0.400004,-0.5,-0.5,0.5,0.48344826,-0.375,-0.375
560,0.21008442,0.067768919,-0.400004,-0.400004,-0.5,-0.5,0.5,0.5,-0.36070967,-0.375
561,0.21008442,0.19193837,-0.37269359,-0.400004,-0.5,-0.5,0.5,0.48783853,-0.375,-0.375
562,0.3570013,0.1900877,-0.400004,-0.5,-0.4992,-0.5,0.5,0.30716625,-0.375,-0.375
563,0.66171091,0.20814314,-0.39541939,-0.5,-0.5,-0.5,0.5,0.3067798,-0.375,-0.375
564,0.679858,0.679858,-0.31825103,-0.48322838,-0.5,-0.5,0.5,0.37715834,-0.375,-0.375
565,-0.0784662,-0.11708056,-0.33777076,-0.349998,-0.5,-0.5,0.5,0.32682434,-0.31930439,-0.375
566,0.27456382,-0.037125445,-0.31186832,-0.349998,-0.5,-0.5,0.5,0.46042436,-0.33729934,-0.375
567,0.27901078,0.024410416,-0.349998,-0.349998,-0.5,-0.5,0.5,0.43021584,-0.375,-0.375
568,0.27901078,0.024410416,-0.349998,-0.349998,-0.5,-0.5,0.5,0.43021584,-0.375,-0.375
569,0.30459168,0.29512609,-0.349998,-0.349998,-0.5,-0.5,0.5,0.46679778,-0.34469376,-0.375
570,0.66499379,0.26345933,-0.349998,-0.5,-0.5,-0.5,0.5,0.33059224,-0.3718263,-0.375
571,0.679858,0.679858,-0.31825103,-0.48322838,-0.5,-0.5,0.5,0.37715834,-0.375,-0.375
572,-0.077193572,-0.12280065,-0.28172435,-0.33455603,-0.4992,-0.5,0.5,0.26320649,-0.36444626,-0.375
573,0.28169593,-0.035820533,-0.25624348,-0.34983972,-0.5,-0.5,0.5,0.43107407,-0.375,-0.375
574,0.3028458,0.016667626,-0.300007,-0.32528404,-0.5,-0.5,0.5,0.39742247,-0.375,-0.375
575,0.3028458,0.016667626,-0.300007,-0.32528404,-0.5,-0.5,0.5,0.39742247,-0.375,-0.375
576,0.3028458,0.30064952,-0.300007,-0.300007,-0.5,-0.5,0.5,0.35359885,-0.375,-0.375
577,0.64991807,0.29257915,-0.300007,-0.300007,-0.5,-0.5,0.5,0.5,-0.375,-0.4098497
578,0.679858,0.58344095,-0.28043759,-0.300007,-0.5,-0.5,0.5,0.39047623,-0.375,-0.375
579,-0.062281165,-0.10156,-0.20795331,-0.250001,-0.5,-0.5,0.5,0.41306553,-0.375,-0.40529377
580,0.029241441,-0.000732,-0.250001,-0.250001,-0.5,-0.5,0.5,0.46485038,-0.375,-0.375
581,0.27867909,0.048120269,-0.250001,-0.250001,-0.5,-0.5,0.5,0.44549775,-0.375,-0.375
582,0.27867909,0.048120269,-0.250001,-0.250001,-0.5,-0.5,0.5,0.44549775,-0.375,-0.375
583,0.301769,0.20160967,-0.250001,-0.250001,-0.5,-0.5,0.5,0.47195266,-0.375,-0.375
584,0.679858,0.44275504,-0.24276003,-0.250001,-0.5,-0.5,0.5,0.42593216,-0.375,-0.37830175
585,0.679858,0.44275504,-0.24276003,-0.250001,-0.5,-0.5,0.5,0.42593216,-0.375,-0.37830175
586,0.17043393,-0.034331886,-0.19278653,-0.199994,-0.4992,-0.5,0.5,0.4529984,-0.375,-0.375
587,0.17043393,-0.034331886,-0.19278653,-0.199994,-0.4992,-0.5,0.5,0.4529984,-0.375,-0.375
588,0.2359926,-0.034500967,-0.199994,-0.22201752,-0.4992,-0.5,0.5,0.45102954,-0.375,-0.375
589,0.449249,0.29390958,-0.199994,-0.199994,-0.4992,-0.5,0.5,0.40637968,-0.375,-0.375
590,0.49454579,0.47063524,-0.199994,-0.199994,-0.5,-0.5,0.5,0.38235251,-0.375,-0.43651982
591,0.679858,0.61245903,-0.199994,-0.24712171,-0.5,-0.5,0.5,0.45680244,-0.375,-0.375
592,0.18555476,0.095961191,-0.15,-0.16966616,-0.5,-0.5,0.5,0.4471085,-0.375,-0.375
593,0.29290495,0.095961191,-0.15,-0.16490733,-0.5,-0.5,0.5,0.4471085,-0.375,-0.375
594,0.42905522,0.095961191,-0.15,-0.15,-0.5,-0.5,0.5,0.4471085,-0.375,-0.375
595,0.51345761,0.478202,-0.11922744,-0.15,-0.5,-0.5,0.5,0.48994556,-0.375,-0.375
596,0.679858,0.5105376,-0.12880804,-0.15306392,-0.4992,-0.5,0.5,0.39660032,-0.375,-0.38702555
597,-0.068851075,-0.10156,-0.43988047,-0.5,-0.4992,-0.5,-0.33722413,-0.357145,-0.05946309,-0.25
598,-0.000732,-0.000732,-0.38563211,-0.5,-0.5,-0.5,-0.3141568,-0.357145,-0.19545648,-0.25
599,-0.10156,-0.11834851,-0.41209782,-0.47970301,-0.5,-0.5,-0.357145,-0.39511885,-0.25,-0.25
600,-0.000732,-0.000732,-0.387686,-0.49261589,-0.5,-0.5,-0.31134933,-0.36033239,-0.23726257,-0.25
601,0.11507587,0.050338401,-0.32947054,-0.4755675,-0.5,-0.5,-0.33710085,-0.357145,-0.25,-0.25
602,-0.085710581,-0.10156,-0.36208546,-0.400004,-0.5,-0.5,-0.25869002,-0.37812147,-0.24462546,-0.25
603,-0.000732,-0.016638958,-0.36559374,-0.400004,-0.5,-0.5,-0.34154734,-0.357145,-0.25,-0.25
604,0.15048954,0.050129192,-0.33669274,-0.43028129,-0.5,-0.5,-0.357145,-0.357145,-0.25,-0.25
605,-0.091503034,-0.11677652,-0.349998,-0.349998,-0.5,-0.5,-0.35481806,-0.357145,-0.15792519,-0.25
606,-0.000732,-0.031825921,-0.32849569,-0.36255545,-0.5,-0.5,-0.27125696,-0.357145,-0.25,-0.25
607,0.15048954,0.050129192,-0.33669274,-0.3761585,-0.5,-0.5,-0.357145,-0.357145,-0.25,-0.25
608,0.20543047,0.0499463,-0.34300641,-0.36695608,-0.5,-0.5,-0.33963968,-0.357145,-0.25,-0.25
609,-0.10156,-0.10841097,-0.28961573,-0.30808225,-0.5,-0.5,-0.2144282,-0.4046286,-0.18402901,-0.25
610,0.038443241,-0.043859364,-0.300007,-0.31123854,-0.5,-0.5,-0.30034132,-0.357145,-0.25,-0.25
611,0.13286687,0.068026416,-0.300007,-0.34210963,-0.5,-0.5,-0.34760401,-0.357145,-0.25,-0.25
612,0.20816756,0.19391337,-0.300007,-0.33349983,-0.5,-0.5,-0.32533433,-0.357145,-0.25,-0.25
613,-0.10156,-0.10557518,-0.250001,-0.25271134,-0.5,-0.5,-0.26748937,-0.39878504,-0.17697422,-0.26554712
614,0.046417003,-0.010030736,-0.24236553,-0.250001,-0.5,-0.5,-0.357145,-0.357145,-0.07801674,-0.25
615,0.12817254,0.07703254,-0.23882076,-0.27151896,-0.5,-0.5,-0.34573592,-0.357145,-0.21521066,-0.25
616,0.050761125,-0.081446436,-0.199994,-0.23612124,-0.5,-0.5,-0.30222281,-0.357145,-0.23190923,-0.25
617,0.13796467,0.054216078,-0.19560793,-0.23966909,-0.5,-0.5,-0.35187045,-0.357145,-0.25,-0.25
618,0.10226845,0.055707601,-0.14411858,-0.16156481,-0.5,-0.5,-0.33224545,-0.357145,-0.25,-0.25
619,-0.000732,-0.031564374,-0.48895138,-0.5,-0.4992,-0.5,-0.17292921,-0.214282,-0.25,-0.25
620,-0.10156,-0.10156,-0.37149248,-0.48383225,-0.4992,-0.5,-0.21409958,-0.28231728,-0.25,-0.25
621,0.021296222,-0.000732,-0.37243152,-0.45299383,-0.5,-0.5,-0.214282,-0.3002175,-0.25,-0.25
622,0.11801832,0.100096,-0.40357473,-0.4570579,-0.4992,-0.5,-0.214282,-0.214282,-0.25,-0.25
623,-0.10156,-0.10156,-0.34554875,-0.400004,-0.5,-0.5,-0.214282,-0.24257556,-0.25,-0.25
624,0.040203921,-0.000732,-0.37727388,-0.4078457,-0.5,-0.5,-0.214282,-0.30037777,-0.25,-0.25
625,0.12895706,-0.02082783,-0.400004,-0.400004,-0.5,-0.5,-0.214282,-0.214282,-0.25,-0.25978425
626,-0.10156,-0.10156,-0.34554875,-0.36769445,-0.5,-0.5,-0.214282,-0.2838532,-0.25,-0.25
627,-0.000732,-0.026054017,-0.31364058,-0.37715192,-0.5,-0.5,-0.16464674,-0.21526255,-0.18158417,-0.25
628,0.18917063,0.081359502,-0.30708887,-0.349998,-0.4992,-0.5,-0.214282,-0.214282,-0.19993756,-0.25
629,-0.099823629,-0.10156,-0.29708351,-0.300007,-0.4992,-0.5,-0.214282,-0.2512789,-0.23729168,-0.25
630,0.068364747,-0.070925831,-0.300007,-0.300007,-0.5,-0.5,-0.20197037,-0.214282,-0.2457743,-0.25
631,0.13188588,0.039971289,-0.300007,-0.300007,-0.5,-0.5,-0.20736249,-0.26081256,-0.25,-0.25
632,0.21340028,0.038338643,-0.300007,-0.300007,-0.5,-0.5,-0.214282,-0.24714523,-0.25,-0.25
633,-0.073618731,-0.10156,-0.250001,-0.27143259,-0.5,-0.5,-0.094794564,-0.214282,-0.16719703,-0.25
634,0.13338785,-0.019973261,-0.250001,-0.27342346,-0.5,-0.5,-0.15707398,-0.23830569,-0.20461199,-0.25
635,0.13338785,-0.019973261,-0.250001,-0.27342346,-0.5,-0.5,-0.15707398,-0.23830569,-0.20461199,-0.25
636,0.200941,0.18938014,-0.23457844,-0.250001,-0.5,-0.5,-0.20753053,-0.214282,-0.25,-0.25
637,0.05894205,-0.10156,-0.199994,-0.20358642,-0.5,-0.5,-0.12277112,-0.25431419,-0.25,-0.25
638,0.13558863,-0.000732,-0.1841984,-0.21236411,-0.5,-0.5,-0.090254051,-0.29398769,-0.25,-0.25
639,0.13977438,0.072411474,-0.199994,-0.212332,-0.5,-0.5,-0.095378217,-0.214282,-0.2488793,-0.25
640,0.200941,0.15907627,-0.1847862,-0.2100555,-0.5,-0.5,-0.1712859,-0.214282,-0.25,-0.25
641,0.093310218,-0.10371539,-0.14586469,-0.20178021,-0.5,-0.5,-0.18769395,-0.214282,-0.16757571,-0.25
642,0.15973047,-0.000732,-0.13911661,-0.20556672,-0.5,-0.5,-0.11780866,-0.214282,-0.15104953,-0.25
643,0.16519289,0.052182969,-0.13932397,-0.20016052,-0.5,-0.5,-0.12287346,-0.214282,-0.074555093,-0.25
644,0.200941,0.15907627,-0.14884476,-0.2100555,-0.5,-0.5,-0.1712859,-0.214282,-0.25,-0.25
645,-0.05647695,-0.10461687,-0.49454826,-0.5,-0.4992,-0.5,-0.040650938,-0.080682394,-0.25,-0.25
646,0.029736245,-0.000732,-0.3611564,-0.5,-0.4992,-0.5,-0.061795952,-0.071427,-0.25,-0.25
647,0.36898996,0.25382977,-0.5,-0.5,-0.5,-0.5,-0.026363857,-0.078702881,-0.25,-0.25
648,0.679858,0.45297575,-0.4388344,-0.5,-0.5,-0.5,0.49022117,-0.11302948,-0.25,-0.27950859
649,0.679858,0.483576,-0.42752586,-0.5,-0.5,-0.5,0.5,-0.071427,-0.24946397,-0.30690907
650,-0.10156,-0.10156,-0.38892131,-0.449995,-0.5,-0.5,-0.062342105,-0.083207349,-0.21301958,-0.25
651,0.037891399,-0.000732,-0.3611564,-0.48071421,-0.4992,-0.5,-0.052613209,-0.071427,-0.25,-0.25
652,0.47939429,0.35844641,-0.449995,-0.449995,-0.5,-0.5,-0.070522038,-0.071427,-0.25,-0.25
653,0.679858,0.39143695,-0.449995,-0.48262671,-0.4992,-0.5,0.5,-0.074241507,-0.25,-0.30693892
654,-0.10156,-0.10156,-0.400004,-0.41009806,-0.4992,-0.5,-0.047193122,-0.166698,-0.2256674,-0.25
655,0.089429156,-0.0077867171,-0.400004,-0.400004,-0.4992,-0.5,-0.0085635952,-0.09969101,-0.25,-0.25
656,0.100096,-0.0077867171,-0.400004,-0.400004,-0.4992,-0.5,-0.06647553,-0.09969101,-0.25,-0.25
657,0.679858,0.59907021,-0.400004,-0.5,-0.5,-0.5,0.5,-0.071427,-0.25,-0.30333751
658,-0.088432997,-0.10156,-0.34846075,-0.36010747,-0.4992,-0.5,-0.048130487,-0.13787456,-0.19136017,-0.25
659,0.11540241,-0.076071052,-0.34838731,-0.349998,-0.4992,-0.5,0.025673757,-0.16577798,-0.20885866,-0.25
660,0.11260792,0.075255836,-0.349998,-0.349998,-0.5,-0.5,0.11006048,-0.093617913,-0.25,-0.25
661,-0.099148463,-0.10156,-0.29930583,-0.36188624,-0.4992,-0.5,-0.071427,-0.13443728,-0.18906972,-0.25
662,-0.000732,-0.029854412,-0.25038184,-0.300007,-0.5,-0.5,0.04086505,-0.071427,-0.25,-0.25
663,0.18797421,0.100096,-0.300007,-0.300007,-0.5,-0.5,-0.06588834,-0.14622647,-0.25,-0.25
664,-0.098623912,-0.12929,-0.23981388,-0.250001,-0.5,-0.5,-0.021326882,-0.071427,-0.25,-0.25
665,0.10480923,-0.077124252,-0.24925656,-0.250001,-0.5,-0.5,-0.071427,-0.077051063,-0.25,-0.26434831
666,0.10480923,-0.077124252,-0.24925656,-0.250001,-0.5,-0.5,-0.071427,-0.077051063,-0.25,-0.26434831
667,0.23361839,-0.077014464,-0.24525532,-0.250001,-0.5,-0.5,-0.049529932,-0.077109277,-0.25,-0.25
668,-0.08848747,-0.12929,-0.199994,-0.23457598,-0.5,-0.5,-0.059218644,-0.071427,-0.25,-0.25
669,0.14645624,-0.000732,-0.199994,-0.20317147,-0.5,-0.5,-0.034875102,-0.096061234,-0.2290574,-0.25
670,0.16353168,0.028164408,-0.199994,-0.2050851,-0.5,-0.5,-0.071427,-0.15029823,-0.25,-0.25
671,0.20845595,0.029864725,-0.199994,-0.199994,-0.5,-0.5,-0.071427,-0.15317418,-0.25,-0.27624425
672,0.1322322,-0.000732,-0.15,-0.19425291,-0.5,-0.5,-0.0047243753,-0.13917694,-0.25,-0.25
673,0.16358106,0.095185899,-0.15,-0.20488351,-0.5,-0.5,-0.071427,-0.13009069,-0.22052008,-0.25
674,0.27464104,0.095185899,-0.15,-0.19234914,-0.5,-0.5,-0.071427,-0.14966141,-0.22828823,-0.25
675,0.301769,0.27670984,-0.15,-0.15,-0.5,-0.5,-0.013775488,-0.093837011,-0.1393049,-0.25
676,-0.10156,-0.10156,-0.5,-0.5,-0.4992,-0.5,0.089491873,0.053927877,-0.19536339,-0.25
677,0.041811847,-0.00258402,-0.39587551,-0.5,-0.5,-0.5,0.071427,0.071427,-0.25,-0.25
678,0.100096,0.030719063,-0.37862618,-0.5,-0.5,-0.5,0.16138566,0.071427,-0.23680514,-0.25
679,0.23367215,0.027056338,-0.46300265,-0.5,-0.5,-0.5,0.071427,0.071427,-0.25,-0.25
680,0.34764478,0.301769,-0.5,-0.5,-0.4992,-0.5,0.5,-0.011882296,-0.21935229,-0.25
681,0.478202,0.32978131,-0.49343924,-0.5,-0.4992,-0.5,0.5,-0.018368499,-0.19308649,-0.26762363
682,0.679858,0.40341422,-0.48915531,-0.5,-0.4992,-0.5,0.5,-0.040466193,-0.18214164,-0.30699094
683,-0.10156,-0.10156,-0.42072354,-0.449995,-0.5,-0.5,0.29634397,0.020652277,-0.25,-0.25
684,0.022563443,-0.072465312,-0.37988997,-0.45441072,-0.5,-0.5,0.23003965,0.071427,-0.25,-0.25
685,0.13499272,-0.073758012,-0.38497899,-0.45343978,-0.5,-0.5,0.16052443,0.071427,-0.25,-0.25
686,0.23367215,0.091419216,-0.449995,-0.5,-0.5,-0.5,0.071427,0.071427,-0.25,-0.25
687,0.39006456,0.301769,-0.449995,-0.45277592,-0.5,-0.5,0.12729479,-0.017141042,-0.25,-0.3233221
688,0.478202,0.36994398,-0.449995,-0.449995,-0.4992,-0.5,0.5,0.059310498,-0.20218371,-0.25
689,0.679858,0.39143695,-0.449995,-0.48262671,-0.4992,-0.5,0.5,-0.074241507,-0.25,-0.30693892
690,-0.10156,-0.11587694,-0.400004,-0.400004,-0.5,-0.5,0.36791606,0.045209791,-0.25,-0.25
691,0.022563443,-0.072465312,-0.37988997,-0.45441072,-0.5,-0.5,0.23003965,0.071427,-0.25,-0.25
692,0.13499272,-0.073758012,-0.38497899,-0.45343978,-0.5,-0.5,0.16052443,0.071427,-0.25,-0.25
693,0.478202,0.38650278,-0.400004,-0.400004,-0.4992,-0.5,0.5,0.040737631,-0.25,-0.30042374
694,0.679858,0.44511832,-0.400004,-0.5,-0.5,-0.5,0.5,0.004545625,-0.25,-0.30333751
695,-0.089404787,-0.12929,-0.3422539,-0.35415678,-0.5,-0.5,0.071427,0.0091059371,-0.25,-0.25
696,0.014454169,-0.000732,-0.349998,-0.349998,-0.4992,-0.5,0.11791381,0.06194704,-0.25,-0.25
697,0.11260792,0.075255836,-0.349998,-0.349998,-0.5,-0.5,0.11006048,-0.093617913,-0.25,-0.25
698,0.679858,0.46380734,-0.349998,-0.349998,-0.5,-0.5,0.12607452,0.071427,-0.25,-0.25
699,-0.098573146,-0.12929,-0.300007,-0.34086149,-0.5,-0.5,0.16524598,0.037336667,-0.23039761,-0.25
700,-0.000732,-0.074808688,-0.26982016,-0.41548241,-0.4992,-0.5,0.076701286,0.053578697,-0.25,-0.25
701,0.100096,0.100096,-0.300007,-0.35933034,-0.4992,-0.5,0.14916361,0.06389416,-0.25,-0.25
702,-0.023198421,-0.10156,-0.250001,-0.250001,-0.5,-0.5,0.14851338,0.060416166,-0.20692716,-0.25
703,-0.000732,-0.016953079,-0.250001,-0.27702729,-0.5,-0.5,0.071427,0.061264702,-0.16489888,-0.25
704,0.20595622,0.040055871,-0.250001,-0.250001,-0.5,-0.5,0.071427,-0.14962155,-0.24980152,-0.25
705,0.200941,0.200941,-0.250001,-0.250001,-0.4992,-0.5,0.10138119,0.06382857,-0.25,-0.25
706,-0.088093128,-0.12929,-0.19209797,-0.199994,-0.5,-0.5,0.14425084,0.071427,-0.25,-0.25
707,0.094455582,-0.051417566,-0.199994,-0.199994,-0.5,-0.5,0.071427,0.069463858,-0.25,-0.27505407
708,0.13011153,0.058718034,-0.1798019,-0.199994,-0.4992,-0.5,0.071427,0.071427,-0.23553669,-0.25
709,0.20160655,-0.052536887,-0.199994,-0.199994,-0.5,-0.5,0.071427,0.069588096,-0.25,-0.25
710,0.17807379,0.100096,-0.15,-0.15,-0.4992,-0.5,0.19831435,0.071427,-0.19114329,-0.25
711,0.33105519,0.18159424,-0.15,-0.15,-0.5,-0.5,0.071427,0.0010482839,-0.25,-0.25
712,0.31592687,0.25773833,-0.15,-0.15,-0.4992,-0.5,0.092834266,-0.0074032441,-0.25,-0.25
713,-0.10156,-0.10156,-0.39247693,-0.5,-0.5,-0.5,0.34185678,0.14339923,-0.24360597,-0.25
714,0.0028100597,-0.072716349,-0.3710191,-0.5,-0.5,-0.5,0.214282,0.1065088,-0.25,-0.25
715,0.100096,0.080551287,-0.33481567,-0.5,-0.4992,-0.5,0.21490241,0.214282,-0.18422234,-0.25
716,0.30199481,0.080096672,-0.44282041,-0.5,-0.4992,-0.5,0.5,0.214282,-0.19022485,-0.25
717,0.32799975,0.301769,-0.5,-0.5,-0.5,-0.5,0.35363513,0.16479376,-0.25,-0.25
718,0.48030544,0.478202,-0.49952989,-0.5,-0.4992,-0.5,0.5,0.12726492,-0.089689041,-0.3144054
719,0.679858,0.54332773,-0.47312524,-0.5,-0.4992,-0.5,0.5,0.11255646,-0.078173489,-0.30696965
720,-0.10156,-0.10156,-0.39883304,-0.46209344,-0.5,-0.5,0.35129634,0.097767205,-0.25,-0.25
721,0.02874288,-0.072734949,-0.37545933,-0.47740356,-0.5,-0.5,0.214282,0.089202743,-0.25,-0.25
722,0.100096,0.080521137,-0.34197873,-0.449995,-0.4992,-0.5,0.35255831,0.214282,-0.18016203,-0.25
723,0.40411024,0.080066473,-0.449995,-0.449995,-0.4992,-0.5,0.5,0.214282,-0.18244689,-0.25
724,0.40411024,0.080066473,-0.449995,-0.449995,-0.4992,-0.5,0.5,0.214282,-0.18244689,-0.25
725,0.478202,0.40541224,-0.449995,-0.449995,-0.4992,-0.5,0.22641392,0.1417275,-0.15102353,-0.25
726,0.679858,0.54719125,-0.449995,-0.5,-0.4992,-0.5,0.5,0.11171571,-0.10456692,-0.30693892
727,-0.10156,-0.10156,-0.400004,-0.4237957,-0.5,-0.5,0.36083331,0.11022248,-0.25,-0.25
728,0.075293776,-0.0076377293,-0.36484858,-0.400004,-0.4992,-0.5,0.31379212,0.214282,-0.25,-0.25
729,0.100096,0.080530805,-0.33968168,-0.400004,-0.5,-0.5,0.3084149,0.214282,-0.24130729,-0.25
730,0.200941,0.080542216,-0.33697087,-0.400004,-0.4992,-0.5,0.25631994,0.214282,-0.24476389,-0.25
731,0.35370261,0.087957275,-0.38839524,-0.400004,-0.4992,-0.5,0.5,0.214282,-0.25,-0.31033905
732,0.478202,0.478202,-0.400004,-0.400004,-0.4992,-0.5,0.41853728,0.12554177,-0.19764846,-0.25
733,0.679858,0.55487544,-0.400004,-0.5,-0.4992,-0.5,0.5,0.10848119,-0.1624231,-0.251353
