1, OVERCAST, 227, 227, 11.64899724, correct
1, CLOUDS, 255, 255, 9.308675516, correct
1, NEUTRAL, 21, 21, 17.93867184, correct
1, EXTRASUNNY, 100, 96, 8.087872306, correct
1, EXTRASUNNY, 58, 51, 13.15658047, correct
1, CLEAR, 189, 189, 16.99404994, correct
1, THUNDER, 144, 144, 8.182071442, correct
1, OVERCAST, 214, 212, 17.87371935, correct
1, CLOUDS, 98, 98, 14.12609034, correct
1, THUNDER, 255, 255, 11.26526444, correct
1, CLEAR, 255, 255, 14.73181857, correct
1, SNOWLIGHT, 122, 122, 11.03974766, correct
1, CLEAR, 255, 255, 11.10283522, correct
1, EXTRASUNNY, 161, 159, 8.895656413, correct
1, CLEAR, 45, 45, 5.968524384, correct
1, CLEAR, 110, 108, 15.3139575, correct
1, CLEAR, 250, 250, 16.04297392, correct
1, CLEAR, 189, 186, 11.16541799, correct
1, THUNDER, 135, 135, 13.00655506, correct
1, CLEAR, 79, 79, 11.68671529, correct
1, CLOUDS, 199, 163, 17.51287193, correct
1, SMOG, 235, 235, 15.82547142, correct
1, CLEAR, 239, 239, 14.82250659, correct
1, OVERCAST, 139, 151, 16.53399234, correct
1, SMOG, 178, 178, 16.24129409, correct
1, CLOUDS, 251, 251, 15.33938582, correct
1, THUNDER, 200, 143, 17.1152676, correct
1, EXTRASUNNY, 89, 75, 6.23874938, correct
1, CLEAR, 99, 55, 12.66386484, correct
1, CLOUDS, 219, 219, 14.09517084, correct
1, EXTRASUNNY, 136, 136, 17.02229501, correct
1, SMOG, 255, 255, 19.66851876, correct
1, CLEAR, 231, 230, 18.70854034, correct
1, EXTRASUNNY, 41, 41, 17.53600561, correct
1, THUNDER, 121, 121, 6.901209195, correct
1, FOGGY, 65, 65, 12.70376912, correct
1, EXTRASUNNY, 67, 67, 11.46203281, correct
1, FOGGY, 255, 255, 11.84462793, correct
1, EXTRASUNNY, 117, 112, 18.66994517, correct
1, CLEAR, 30, 30, 10.99133013, correct
1, CLEAR, 101, 85, 15.55685726, correct
1, CLOUDS, 106, 106, 8.937623792, correct
1, RAIN, 176, 175, 9.824478374, correct
1, CLOUDS, 240, 237, 8.273951535, correct
1, OVERCAST, 255, 255, 6.321335116, correct
1, RAIN, 54, 54, 11.71663597, correct
1, OVERCAST, 233, 233, 12.35978796, correct
1, EXTRASUNNY, 37, 37, 6.993515924, correct
1, SMOG, 47, 32, 11.64963489, incorrect
1, OVERCAST, 224, 219, 6.661400826, incorrect
1, CLEAR, 121, 121, 16.63081329, incorrect
1, OVERCAST, 177, 177, 12.04737473, incorrect
1, CLEAR, 203, 203, 14.25217258, incorrect
1, XMAS, 255, 255, 6.899671454, incorrect
1, SMOG, 255, 255, 15.30441393, incorrect
1, CLOUDS, 57, 57, 16.2025964, incorrect
1, CLOUDS, 255, 255, 14.80604009, incorrect
1, CLOUDS, 40, 40, 11.51568022, incorrect
1, CLOUDS, 244, 244, 12.77742876, incorrect
1, CLOUDS, 121, 106, 12.92584951, incorrect
1, OVERCAST, 101, 101, 15.12219811, incorrect
1, SMOG, 202, 202, 11.16947252, incorrect
1, OVERCAST, 159, 121, 9.40418868, incorrect
1, CLOUDS, 117, 117, 16.9978805, incorrect
1, CLOUDS, 162, 126, 11.36485779, incorrect
1, EXTRASUNNY, 177, 177, 16.94543637, incorrect
1, EXTRASUNNY, 57, 57, 15.21865742, incorrect
1, XMAS, 163, 150, 8.957377933, incorrect
1, CLOUDS, 223, 223, 14.00230746, incorrect
1, SMOG, 38, 123, 8.945624549, incorrect
1, EXTRASUNNY, 105, 105, 11.16255462, incorrect
1, SMOG, 92, 54, 14.74995515, incorrect
1, CLOUDS, 127, 184, 11.53845245, incorrect
1, CLEARING, 96, 90, 14.14924996, incorrect
1, RAIN, 77, 77, 13.07343691, incorrect
1, OVERCAST, 104, 167, 19.90069882, incorrect
1, CLOUDS, 56, 56, 14.27407356, incorrect
1, CLEAR, 48, 33, 14.7688826, incorrect
1, CLOUDS, 255, 255, 15.47737383, incorrect
1, THUNDER, 56, 56, 12.0794438, incorrect
1, NEUTRAL, 159, 153, 9.762205167, incorrect
1, EXTRASUNNY, 185, 89, 10.4641495, incorrect
1, FOGGY, 208, 208, 16.98825053, incorrect
1, EXTRASUNNY, 255, 255, 12.74735388, incorrect
1, EXTRASUNNY, 169, 169, 8.717214763, incorrect
1, OVERCAST, 49, 49, 6.350934689, incorrect
1, CLOUDS, 255, 255, 18.57253861, incorrect
1, EXTRASUNNY, 165, 147, 7.809560219, incorrect
1, CLOUDS, 60, 60, 9.117309419, incorrect
1, NEUTRAL, 145, 141, 11.65845274, incorrect
1, CLOUDS, 128, 123, 13.91372224, incorrect
1, RAIN, 108, 77, 17.49447683, incorrect
1, CLEAR, 255, 255, 15.02151388, incorrect
1, OVERCAST, 172, 127, 11.57093174, incorrect
1, FOGGY, 235, 235, 19.98791022, incorrect
1, EXTRASUNNY, 249, 249, 13.96009953, incorrect
1, CLOUDS, 238, 238, 17.19316574, incorrect
1, SMOG, 223, 207, 13.72554824, incorrect
1, FOGGY, 148, 148, 14.07441376, incorrect
1, EXTRASUNNY, 123, 123, 10.42867228, incorrect
1, CLEAR, 198, 198, 18.94396337, incorrect
1, OVERCAST, 73, 73, 8.977543815, incorrect
1, OVERCAST, 42, 42, 19.34267432, incorrect
1, OVERCAST, 165, 127, 16.82160833, incorrect
1, EXTRASUNNY, 129, 129, 6.450637624, incorrect
1, CLEAR, 215, 211, 15.84900374, incorrect
1, SMOG, 39, 37, 9.590909091, incorrect
1, SMOG, 147, 147, 10.55855896, incorrect
1, CLEAR, 0, 0, 10.59165326, incorrect
1, CLEARING, 84, 81, 6.930246448, incorrect
1, CLEAR, 255, 255, 12.42104679, incorrect
1, FOGGY, 97, 97, 13.17570635, incorrect
1, CLOUDS, 185, 185, 9.552249147, incorrect
1, OVERCAST, 28, 28, 13.42192612, incorrect
1, OVERCAST, 248, 248, 18.51676097, incorrect
1, EXTRASUNNY, 193, 112, 15.85578037, incorrect
1, CLOUDS, 59, 59, 14.70358679, incorrect
1, EXTRASUNNY, 88, 88, 8.943495967, incorrect
1, CLOUDS, 126, 112, 12.16780468, incorrect
1, CLOUDS, 50, 90, 16.54586032, incorrect
1, OVERCAST, 179, 166, 13.59847342, incorrect
1, OVERCAST, 255, 255, 17.95759778, incorrect
1, CLOUDS, 221, 221, 19.15159591, incorrect
1, CLEARING, 80, 80, 16.23172277, incorrect
1, EXTRASUNNY, 37, 37, 15.7165849, incorrect
1, SMOG, 46, 46, 9.14129618, incorrect
1, NEUTRAL, 249, 249, 17.16998029, incorrect
1, EXTRASUNNY, 209, 200, 11.59720658, incorrect
1, EXTRASUNNY, 250, 250, 7.721808424, incorrect
1, OVERCAST, 212, 146, 12.47140203, incorrect
1, BLIZZARD, 215, 204, 15.5761816, incorrect
1, CLOUDS, 230, 230, 19.52445641, incorrect
1, CLEAR, 142, 142, 11.31327864, incorrect
1, EXTRASUNNY, 242, 242, 18.00328337, incorrect
1, SMOG, 232, 232, 13.74072295, incorrect
1, EXTRASUNNY, 119, 119, 16.68373642, incorrect
1, CLEARING, 181, 180, 8.216557922, incorrect
1, SMOG, 149, 149, 16.00522209, incorrect
1, SMOG, 184, 184, 11.62558238, incorrect
1, OVERCAST, 227, 227, 14.2236752, incorrect
1, RAIN, 167, 167, 12.21368319, incorrect
1, NEUTRAL, 213, 213, 14.23108522, incorrect
1, EXTRASUNNY, 247, 247, 16.67751601, incorrect
1, OVERCAST, 32, 32, 8.801219903, incorrect
1, CLEARING, 203, 199, 14.34050706, incorrect
1, EXTRASUNNY, 193, 193, 12.68266971, incorrect
1, EXTRASUNNY, 205, 205, 18.14106949, incorrect
1, CLEAR, 255, 255, 7.954733346, incorrect
1, EXTRASUNNY, 255, 255, 17.25658234, incorrect
1, CLEAR, 252, 252, 12.27623707, incorrect
1, OVERCAST, 167, 134, 15.2777081, incorrect
1, NEUTRAL, 143, 129, 9.437423803, incorrect
1, OVERCAST, 110, 95, 18.68115036, incorrect
1, CLOUDS, 85, 85, 11.778285, incorrect
1, OVERCAST, 22, 22, 19.5397736, incorrect
1, CLOUDS, 89, 82, 10.16921795, incorrect
1, CLEARING, 242, 242, 11.12142306, incorrect
1, SNOWLIGHT, 165, 79, 12.53535094, incorrect
1, FOGGY, 184, 120, 11.10168331, incorrect
1, EXTRASUNNY, 93, 93, 11.02586478, incorrect
1, EXTRASUNNY, 255, 255, 13.61469756, incorrect
1, CLEAR, 68, 68, 11.6653404, incorrect
1, EXTRASUNNY, 70, 70, 9.01109022, incorrect
1, SMOG, 206, 206, 8.73460241, incorrect
1, OVERCAST, 226, 226, 15.05416852, incorrect
1, EXTRASUNNY, 143, 143, 14.4095624, incorrect
1, CLEAR, 34, 34, 18.81226727, incorrect
1, EXTRASUNNY, 115, 115, 15.73170756, incorrect
1, CLOUDS, 143, 143, 11.08825204, incorrect
1, CLEAR, 42, 42, 17.04911076, incorrect
1, OVERCAST, 255, 255, 19.27549294, incorrect
1, OVERCAST, 118, 91, 15.87077747, incorrect
1, CLEAR, 142, 126, 8.555304444, incorrect
1, CLEARING, 31, 31, 18.8323564, incorrect
1, OVERCAST, 198, 198, 17.6500122, incorrect
1, RAIN, 255, 255, 14.79166308, incorrect
1, EXTRASUNNY, 191, 191, 7.044845916, incorrect
1, CLEAR, 110, 107, 13.08774396, incorrect
1, CLOUDS, 160, 139, 12.04064288, incorrect
1, EXTRASUNNY, 201, 201, 10.75362697, incorrect
1, CLOUDS, 40, 40, 14.75323046, incorrect
1, EXTRASUNNY, 191, 114, 10.07013117, incorrect
1, EXTRASUNNY, 89, 77, 7.987608399, incorrect
1, OVERCAST, 149, 113, 15.97597194, incorrect
1, XMAS, 88, 105, 15.29999255, incorrect
1, OVERCAST, 73, 154, 10.43616054, incorrect
1, EXTRASUNNY, 113, 113, 12.57286799, incorrect
1, EXTRASUNNY, 229, 229, 14.61194524, incorrect
1, THUNDER, 87, 87, 16.4770207, incorrect
1, CLEAR, 212, 210, 15.93771318, incorrect
1, FOGGY, 59, 59, 8.845448312, incorrect
1, CLEAR, 176, 176, 12.34943479, incorrect
1, CLOUDS, 145, 145, 15.26123342, incorrect
1, CLOUDS, 153, 195, 14.85079727, incorrect
1, THUNDER, 138, 137, 10.63628117, incorrect
1, OVERCAST, 198, 198, 19.53115729, incorrect
1, CLOUDS, 147, 147, 9.709632645, incorrect
1, OVERCAST, 55, 55, 15.52915096, incorrect
1, EXTRASUNNY, 161, 158, 10.39101907, incorrect
1, NEUTRAL, 234, 152, 19.37109861, incorrect
1, CLEAR, 42, 42, 11.17725596, incorrect
1, OVERCAST, 255, 255, 12.28786993, incorrect
1, EXTRASUNNY, 119, 118, 14.49640175, incorrect
1, EXTRASUNNY, 160, 160, 19.90276968, incorrect
1, EXTRASUNNY, 137, 157, 18.07123091, incorrect
1, CLEAR, 20, 20, 19.16165655, incorrect
1, OVERCAST, 212, 212, 6.451690478, incorrect
1, EXTRASUNNY, 203, 202, 18.5344657, incorrect
1, EXTRASUNNY, 218, 217, 19.64131593, incorrect
1, EXTRASUNNY, 199, 83, 16.71200938, incorrect
1, OVERCAST, 181, 89, 18.53725802, incorrect
1, CLEAR, 140, 140, 10.89001644, incorrect
1, CLOUDS, 85, 85, 11.36192875, incorrect
1, CLEAR, 166, 166, 6.779867228, incorrect
1, CLEAR, 140, 177, 10.36044896, incorrect
1, CLEAR, 124, 109, 14.78423153, incorrect
1, CLOUDS, 255, 255, 10.96611334, incorrect
1, CLOUDS, 223, 163, 19.00156608, incorrect
1, SMOG, 248, 248, 7.568229174, incorrect
1, CLEAR, 157, 182, 7.869625398, incorrect
1, OVERCAST, 255, 255, 13.71222734, incorrect
1, CLEARING, 94, 94, 10.2910986, incorrect
1, CLOUDS, 62, 62, 10.32082866, incorrect
1, CLEAR, 130, 145, 16.10960935, incorrect
1, OVERCAST, 250, 250, 13.53741239, incorrect
1, OVERCAST, 102, 97, 13.07888622, incorrect
1, CLEAR, 255, 255, 14.28867734, incorrect
1, NEUTRAL, 172, 172, 7.595111228, incorrect
1, EXTRASUNNY, 243, 243, 19.42104683, incorrect
1, CLOUDS, 143, 143, 14.978919, incorrect
1, CLEAR, 124, 138, 16.59242364, incorrect
1, CLOUDS, 161, 161, 17.55369621, incorrect
1, NEUTRAL, 114, 130, 13.99474354, incorrect
1, SMOG, 56, 56, 15.25239699, incorrect
1, CLOUDS, 20, 20, 14.69595522, incorrect
1, EXTRASUNNY, 73, 94, 18.5406685, incorrect
1, EXTRASUNNY, 146, 105, 14.33913474, incorrect
1, EXTRASUNNY, 208, 208, 18.52014307, incorrect
1, SNOWLIGHT, 183, 172, 18.08481216, incorrect
1, EXTRASUNNY, 223, 223, 8.315014112, incorrect
1, CLEARING, 202, 124, 17.27472407, incorrect
1, EXTRASUNNY, 141, 141, 13.62000364, incorrect
1, THUNDER, 136, 118, 19.3400467, incorrect
1, THUNDER, 242, 169, 19.14766475, incorrect
1, CLOUDS, 117, 80, 7.197107764, incorrect
1, SMOG, 52, 52, 10.38114832, incorrect
1, OVERCAST, 192, 165, 8.205134293, incorrect
1, EXTRASUNNY, 251, 251, 11.12346803, incorrect
